Mineral,(Mg+Fe)/Al,(Mg+Fe)/Si,(Ca+Na)/Al,K/(K+Na+Ca),K/(Al+Si),Al/Si,Fe/Si,Ca/Si,K/Si,K/Al,Ca/Na,P/Ca,Ti/Fe,Mg/Al,|Na|,|Mg|,|Al|,|Si|,|P|,|K|,|Ca|,|Ti|,|Fe|
Oligoclase,0.01848669,0.00923151,0.54447118,0.08606878,0.01707713,0.49936012,0.00036208,0.07436558,0.02560477,0.05127516,0.37649336,0.15910093,1.81896552,0.01776160,0.10861347,0.00487714,0.27458886,0.54988144,0.00650600,0.01407959,0.04089225,0.00036216,0.00019910
Oligoclase,0.02314207,0.01143365,0.56618675,0.07940839,0.01615001,0.49406350,0.00019614,0.06999320,0.02412914,0.04883813,0.33371571,0.12996936,1.54000000,0.02274508,0.11531994,0.00617868,0.27164891,0.54982591,0.00500175,0.01326683,0.03848408,0.00016608,0.00010784
Oligoclase,0.00068431,0.00032869,0.41626071,0.09764624,0.01461578,0.48032455,0.00032639,0.10307774,0.02163610,0.04504474,1.06416554,0.00026759,2.78873239,0.00000479,0.05687198,0.00000135,0.28201841,0.58714135,0.00001619,0.01270345,0.06052120,0.00053443,0.00019164
Oligoclase,0.00123948,0.00061403,0.50024080,0.08056018,0.01452011,0.49539165,0.00035913,0.07679123,0.02171325,0.04383048,0.44900881,0.04692993,0.82167832,0.00051455,0.09665463,0.00014406,0.27997198,0.56515281,0.00203670,0.01227131,0.04339878,0.00016677,0.00020296
Oligoclase,0.00134764,0.00066141,0.47143119,0.08758306,0.01489787,0.49078965,0.00037859,0.08513176,0.02220959,0.04525276,0.58213018,0.03005748,1.16205534,0.00057626,0.08366077,0.00016179,0.28076681,0.57207159,0.00146384,0.01270547,0.04870146,0.00025168,0.00021658
Oligoclase,0.01579333,0.00774153,0.58313305,0.06122609,0.01251003,0.49017732,0.00033340,0.06793051,0.01864217,0.03803148,0.31173928,0.16718021,0.46188341,0.01511316,0.12013168,0.00408407,0.27023240,0.55129520,0.00626086,0.01027734,0.03744976,0.00008490,0.00018380
Oligoclase,0.01430188,0.00713385,0.52150820,0.09390282,0.01798667,0.49880502,0.00049721,0.07444665,0.02695851,0.05404618,0.40093138,0.12521778,1.33333333,0.01330508,0.10298552,0.00368086,0.27665078,0.55462709,0.00517026,0.01495192,0.04129013,0.00036769,0.00027577
Oligoclase,0.00327119,0.00161612,0.51672589,0.07895011,0.01464651,0.49404776,0.00033669,0.06808639,0.02188259,0.04429246,0.36370761,0.11013387,0.01785714,0.00258969,0.10514905,0.00071865,0.27750217,0.56169098,0.00421191,0.01229125,0.03824351,0.00000338,0.00018912
Oligoclase,0.01240199,0.00606592,0.50836498,0.09330733,0.01718344,0.48910861,0.00066067,0.07734981,0.02558802,0.05231561,0.45155676,0.12139993,1.11111111,0.01105121,0.09625892,0.00303745,0.27485230,0.56194532,0.00527681,0.01437907,0.04346637,0.00041251,0.00037126
Oligoclase,0.02759315,0.01392698,0.58057778,0.08040199,0.01702658,0.50472616,0.00031095,0.07156626,0.02562035,0.05076089,0.32314706,0.24459485,3.79282869,0.02697708,0.11932526,0.00733626,0.27194438,0.53879589,0.00943148,0.01380414,0.03855961,0.00063544,0.00016754
Oligoclase,0.03051777,0.01547857,0.62038372,0.08439880,0.01924411,0.50719846,0.00033310,0.06828809,0.02900469,0.05718608,0.27717744,0.30845680,1.93632959,0.02986103,0.13048902,0.00802176,0.26863638,0.52964747,0.01115646,0.01536226,0.03616861,0.00034162,0.00017643
Oligoclase,0.00146138,0.00071923,0.49669267,0.08832575,0.01587178,0.49215877,0.00059350,0.07670344,0.02368321,0.04812109,0.45725339,0.06600747,0.13211845,0.00025547,0.09497937,0.00007119,0.27866126,0.56620195,0.00286668,0.01340948,0.04342964,0.00004440,0.00033604
Oligoclase,0.02750833,0.01397750,0.61540973,0.09291798,0.02123965,0.50811884,0.00018844,0.06965505,0.03203191,0.06304020,0.28659176,0.27505710,5.73652695,0.02713746,0.12879558,0.00730713,0.26926343,0.52992215,0.01015284,0.01697442,0.03691175,0.00057285,0.00009986
Oligoclase,0.03637206,0.01819881,0.60816103,0.07895711,0.01738650,0.50035141,0.00097411,0.07147817,0.02608586,0.05213507,0.30701564,0.20845215,1.35353535,0.03442522,0.12482440,0.00923503,0.26826357,0.53615032,0.00798852,0.01398594,0.03832304,0.00070691,0.00052227
Oligoclase,0.01253374,0.00613915,0.52043191,0.08136440,0.01515485,0.48980988,0.00091871,0.07956504,0.02257785,0.04609513,0.45375595,0.14388860,0.61786601,0.01065810,0.09820891,0.00292387,0.27433326,0.56008110,0.00641209,0.01264543,0.04456288,0.00031792,0.00051455
Oligoclase,0.00424841,0.00210287,0.48795724,0.10331669,0.01861506,0.49497832,0.00060814,0.08341114,0.02782911,0.05622289,0.52752760,0.09282203,1.79726652,0.00301979,0.08906632,0.00084197,0.27881800,0.56329335,0.00436124,0.01567595,0.04698494,0.00061568,0.00034256
Oligoclase,0.01470187,0.00738483,0.53014814,0.10123254,0.01996549,0.50230581,0.00052099,0.07586125,0.02999427,0.05971316,0.39835722,0.17951204,1.51913876,0.01366467,0.10461228,0.00377053,0.27593295,0.54933257,0.00748082,0.01647683,0.04167306,0.00043477,0.00028620
Oligoclase,0.01439124,0.00718583,0.53961028,0.09212341,0.01823509,0.49931990,0.00030635,0.07464616,0.02734024,0.05475495,0.38320961,0.14400394,3.01200000,0.01377770,0.10732600,0.00379044,0.27511402,0.55097749,0.00592265,0.01506386,0.04112835,0.00050841,0.00016879
Oligoclase,0.01555860,0.00782807,0.53698733,0.08783894,0.01730877,0.50313490,0.00050181,0.07413647,0.02601741,0.05171060,0.37816893,0.12016543,1.13729977,0.01456122,0.10791403,0.00403287,0.27695955,0.55046776,0.00490392,0.01432175,0.04080974,0.00031416,0.00027623
Oligoclase,0.01006594,0.00504527,0.54793924,0.07412419,0.01464619,0.50122177,0.00032817,0.06959381,0.02198718,0.04386717,0.33940702,0.09585277,0.00000000,0.00941121,0.11331197,0.00260676,0.27698482,0.55261929,0.00368639,0.01215054,0.03845888,0.00000000,0.00018135
Oligoclase,0.00130041,0.00063768,0.45750234,0.08948668,0.01479424,0.49036590,0.00062695,0.08809111,0.02204884,0.04496405,0.64652874,0.00673418,0.65036675,0.00002188,0.07837821,0.00000617,0.28207936,0.57524262,0.00034125,0.01268343,0.05067376,0.00023455,0.00036065
Oligoclase,0.01546068,0.00768262,0.56597989,0.05458218,0.01084706,0.49691354,0.00052696,0.07025499,0.01623712,0.03267594,0.33298086,0.14188860,0.01818182,0.01440022,0.11643585,0.00394892,0.27422663,0.55185984,0.00550115,0.00896061,0.03877091,0.00000529,0.00029081
Oligoclase,0.01484438,0.00741966,0.52609987,0.07760655,0.01475131,0.49982990,0.00063403,0.07737606,0.02212446,0.04426397,0.41693192,0.08162123,0.54878049,0.01357589,0.10315987,0.00377190,0.27783795,0.55586501,0.00351058,0.01229821,0.04301064,0.00019341,0.00035243
Oligoclase,0.00552307,0.00269000,0.48922615,0.08171005,0.01425777,0.48704734,0.00024564,0.07686152,0.02120198,0.04353167,0.47617403,0.08060310,2.26380368,0.00501872,0.09192358,0.00139203,0.27736703,0.56948680,0.00352813,0.01207425,0.04377162,0.00031668,0.00013989
Oligoclase,0.00660054,0.00326971,0.52355833,0.07674091,0.01441614,0.49536936,0.00052611,0.07010087,0.02155746,0.04351795,0.37040653,0.08168708,0.06198347,0.00553849,0.10600616,0.00153676,0.27746963,0.56012674,0.00320747,0.01207491,0.03926537,0.00001827,0.00029469
Oligoclase,0.03012098,0.01517579,0.58151864,0.08559222,0.01823652,0.50382775,0.00071770,0.07039318,0.02742459,0.05443247,0.31624299,0.28657131,0.43768116,0.02869648,0.11967957,0.00777358,0.27088968,0.53766327,0.01084610,0.01474519,0.03784783,0.00016889,0.00038588
Oligoclase,0.00161087,0.00077534,0.51069367,0.07168746,0.01281424,0.48131732,0.00077408,0.06808349,0.01898196,0.03943751,0.38308939,0.07491283,0.00000000,0.00000262,0.10144074,0.00000072,0.27472753,0.57078256,0.00291118,0.01083457,0.03886087,0.00000000,0.00044183
Oligoclase,0.00485110,0.00239610,0.54485010,0.06469772,0.01246088,0.49392913,0.00062383,0.06656497,0.01861567,0.03768895,0.32863091,0.10150544,0.00000000,0.00358811,0.11310625,0.00098965,0.27581249,0.55840499,0.00377298,0.01039508,0.03717021,0.00000000,0.00034835
Oligoclase,0.01098359,0.00548548,0.51506167,0.08887144,0.01673351,0.49942439,0.00050458,0.07628350,0.02509063,0.05023909,0.42157022,0.10665147,1.11407767,0.00997327,0.10075593,0.00277343,0.27808635,0.55681373,0.00453010,0.01397081,0.04247570,0.00031301,0.00028096
Oligoclase,0.01177630,0.00580983,0.53828284,0.07440706,0.01429545,0.49334929,0.00048478,0.06879330,0.02134810,0.04327177,0.34961600,0.20018270,0.00000000,0.01079368,0.10932537,0.00295863,0.27410732,0.55560497,0.00765136,0.01186111,0.03822190,0.00000000,0.00026934
Oligoclase,0.00429525,0.00213570,0.54136325,0.08202186,0.01606390,0.49722359,0.00041071,0.07088714,0.02405126,0.04837111,0.35748964,0.09576120,0.82000000,0.00346924,0.11017941,0.00095848,0.27627920,0.55564380,0.00377184,0.01336393,0.03938800,0.00018713,0.00022821
Oligoclase,0.02693301,0.01357888,0.57496546,0.09664296,0.02061741,0.50417241,0.00050281,0.07344652,0.03101213,0.06151096,0.33934644,0.33130568,2.71084337,0.02593572,0.11609204,0.00701378,0.27042923,0.53638244,0.01305193,0.01663436,0.03939542,0.00073111,0.00026970
Oligoclase,0.00177570,0.00088788,0.49298323,0.10822233,0.01994246,0.50001304,0.00043416,0.07241721,0.02991395,0.05982634,0.41599760,0.13067118,0.00600601,0.00090741,0.09742721,0.00025393,0.27984055,0.55966651,0.00529604,0.01674184,0.04052949,0.00000146,0.00024298
Oligoclase,0.01202746,0.00597095,0.57332707,0.06257424,0.01269610,0.49644317,0.00064631,0.06680196,0.01899900,0.03827023,0.30668095,0.16100349,0.00000000,0.01072558,0.11989388,0.00293079,0.27325250,0.55042051,0.00591997,0.01045744,0.03676917,0.00000000,0.00035574
Oligoclase,0.02007950,0.01013958,0.56467471,0.09268028,0.01935370,0.50497174,0.00033107,0.07132541,0.02912677,0.05768001,0.33357790,0.18818735,1.71428571,0.01942389,0.11599354,0.00532096,0.27393900,0.54248382,0.00728151,0.01580080,0.03869288,0.00030788,0.00017960
Oligoclase,0.00112798,0.00055682,0.44770666,0.10502307,0.01736337,0.49364550,0.00055522,0.09334061,0.02593472,0.05253714,0.73112117,0.02420575,4.86994220,0.00000325,0.07311559,0.00000092,0.28271178,0.57270204,0.00129395,0.01485287,0.05345636,0.00154851,0.00031797
Oligoclase,0.02257070,0.01145611,0.57271582,0.09277046,0.01971731,0.50756546,0.00045564,0.07124096,0.02972513,0.05856413,0.32463444,0.20588282,1.69172932,0.02167300,0.11830972,0.00593057,0.27363855,0.53911972,0.00790743,0.01602540,0.03840741,0.00041557,0.00024565
Oligoclase,0.00105562,0.00052770,0.43588792,0.11222665,0.01836482,0.49989511,0.00052609,0.10001775,0.02754531,0.05510217,0.84846743,0.03985285,6.48773006,0.00000323,0.06723482,0.00000092,0.28512232,0.57036429,0.00227347,0.01571086,0.05704655,0.00194671,0.00030006
Oligoclase,0.02450376,0.01237542,0.59776545,0.09453254,0.02094199,0.50504166,0.00029176,0.07068016,0.03151857,0.06240786,0.30568847,0.28345690,1.07600000,0.02392605,0.12356705,0.00645777,0.26990532,0.53442189,0.01070702,0.01684421,0.03777302,0.00016778,0.00015593
Oligoclase,0.02625202,0.01325156,0.58636726,0.09211185,0.01995645,0.50478238,0.00031040,0.07015842,0.03003012,0.05949122,0.31066993,0.22899325,2.92962963,0.02563711,0.12134667,0.00695378,0.27123860,0.53733770,0.00863276,0.01613632,0.03769876,0.00048862,0.00016679
Oligoclase,0.01549162,0.00774553,0.54166098,0.08475658,0.01671986,0.49998173,0.00064678,0.07435048,0.02507948,0.05016079,0.37843149,0.13500762,1.01506591,0.01419801,0.10828847,0.00391262,0.27557501,0.55117016,0.00553258,0.01382306,0.04097977,0.00036186,0.00035649
Oligoclase,0.00361349,0.00178924,0.55095468,0.06221430,0.01210480,0.49515507,0.00053898,0.06961535,0.01809855,0.03655127,0.34260762,0.10420325,0.00000000,0.00252498,0.11319263,0.00069648,0.27583627,0.55707048,0.00404107,0.01008217,0.03878066,0.00000000,0.00030025
Pigeonite,5.43855947,0.69537757,0.07819073,0.20022721,0.00221918,0.12786062,0.12582810,0.00999574,0.00250293,0.01957545,5631.00000000,0.00710353,0.00956492,4.45445584,0.00000097,0.31004104,0.06960245,0.54436191,0.00003865,0.00136250,0.00544130,0.00065516,0.06849602
Pigeonite,5.63928024,0.70938951,0.08877041,0.11128903,0.00124212,0.12579434,0.12036519,0.01116514,0.00139837,0.01111630,6659.00000000,0.06172098,0.00888740,4.68243919,0.00000091,0.31847625,0.06801503,0.54068437,0.00037260,0.00075608,0.00603682,0.00057839,0.06507957
Pigeonite,5.75148318,0.72970890,0.07306284,0.12725312,0.00119942,0.12687317,0.11150983,0.00926808,0.00135160,0.01065312,5664.00000000,0.17072740,0.01021322,4.87257532,0.00000088,0.33060108,0.06784935,0.53478093,0.00084619,0.00072281,0.00495639,0.00060905,0.05963333
Pigeonite,8.44834335,0.72522104,0.13006089,0.05501293,0.00059857,0.08584180,0.11383746,0.01102042,0.00064996,0.00757156,76.40000000,0.16815522,0.01873854,7.12221256,0.00007896,0.33466293,0.04698862,0.54738620,0.00101438,0.00035578,0.00603242,0.00116766,0.06231305
Pigeonite,5.99886331,0.76002460,0.23998295,0.27779362,0.01037991,0.12669477,0.10434887,0.01360616,0.01169499,0.09230842,0.80996607,0.93649394,0.02794710,5.17523918,0.00863905,0.33719897,0.06515621,0.51427703,0.00655296,0.00601447,0.00699733,0.00149976,0.05366423
Pigeonite,6.88553279,0.74547276,0.43254386,0.31499001,0.01943032,0.10826653,0.32228548,0.04682547,0.02153398,0.19889782,10281.00000000,0.00000000,0.09588615,3.90875437,0.00000233,0.21668509,0.05543584,0.51203119,0.00000000,0.01102607,0.02397610,0.01582315,0.16502022
Pigeonite,5.86184455,0.69872956,0.17780964,0.07674685,0.00157421,0.11919961,0.11140110,0.02047498,0.00176185,0.01478070,28.44292237,0.01372612,0.01290903,4.92726847,0.00039068,0.31874898,0.06469081,0.54270992,0.00015252,0.00095618,0.01111197,0.00078046,0.06045848
Pigeonite,5.85612770,0.72179355,0.12475473,0.09484417,0.00143440,0.12325441,0.10880599,0.01466085,0.00161119,0.01307207,20.48401826,0.12795363,0.01293065,4.97335207,0.00038370,0.32862353,0.06607687,0.53610146,0.00100568,0.00086376,0.00785970,0.00075426,0.05833105
Pigeonite,5.59036610,0.68886051,0.11367789,0.07649493,0.00103299,0.12322279,0.15026409,0.01400554,0.00116027,0.00941606,6470.00000000,0.00000000,0.01012735,4.37091561,0.00000118,0.29451244,0.06738003,0.54681471,0.00000000,0.00063446,0.00765844,0.00083213,0.08216662
Pigeonite,4.99866535,0.73251735,0.46187627,0.07273435,0.00463057,0.14654259,0.09292745,0.04088644,0.00530915,0.03622939,1.52572101,0.27069671,0.01743160,4.36453266,0.01363951,0.32553390,0.07458620,0.50897285,0.00563322,0.00270221,0.02081009,0.00082447,0.04729755
Pigeonite,5.63628913,0.69972215,0.13386187,0.04808339,0.00074673,0.12414589,0.13211756,0.01661644,0.00083943,0.00676166,8492.00000000,0.01707489,0.02313389,4.57207704,0.00000106,0.30770047,0.06729993,0.54210356,0.00015381,0.00045506,0.00900783,0.00165688,0.07162140
Pigeonite,6.49500879,0.69190602,0.15066494,0.11087191,0.00180873,0.10652888,0.12718248,0.01562621,0.00200141,0.01878752,36.85833333,0.02306127,0.01116698,5.30113090,0.00023316,0.31058339,0.05858814,0.54997421,0.00019819,0.00110073,0.00859402,0.00078110,0.06994708
Pigeonite,5.12882421,0.67949497,0.33164690,0.02768293,0.00110463,0.13248552,0.10930599,0.04393675,0.00125098,0.00944235,26482.00000000,0.02518692,0.02422513,4.30378320,0.00000089,0.30640092,0.07119339,0.53736733,0.00059467,0.00067223,0.02361018,0.00142292,0.05873747
Pigeonite,4.87455140,0.72490355,0.28475275,0.22947623,0.01097878,0.14871185,0.11437114,0.01251929,0.01261145,0.08480464,0.41973268,1.21314843,0.01997714,4.10547252,0.01532689,0.31372977,0.07641746,0.51386259,0.00780442,0.00648055,0.00643320,0.00117408,0.05877105
Pigeonite,5.70432118,0.72183378,0.06355775,0.15737647,0.00133340,0.12654157,0.11933638,0.00804102,0.00150213,0.01187066,4791.00000000,0.08390733,0.00985894,4.76126054,0.00000090,0.32396315,0.06804147,0.53770049,0.00036279,0.00080770,0.00432366,0.00063262,0.06416723
Pigeonite,5.39609821,0.68080316,0.18017631,0.11590770,0.00264638,0.12616582,0.15671968,0.02272984,0.00298026,0.02362177,10075.00000000,0.00000000,0.03557136,4.15392593,0.00000123,0.28509819,0.06863343,0.54399385,0.00000000,0.00162124,0.01236489,0.00303262,0.08525455
Pigeonite,5.34520001,0.66513012,0.13022392,0.15292538,0.00260170,0.12443503,0.15044941,0.01620228,0.00292544,0.02350979,7571.00000000,0.00000000,0.01108077,4.13614006,0.00000118,0.28429711,0.06873488,0.55237568,0.00000000,0.00161594,0.00894974,0.00092086,0.08310460
Pigeonite,6.31789528,0.70650405,0.07819786,0.12508498,0.00112445,0.11182586,0.11932191,0.00874285,0.00125019,0.01117980,5147.00000000,0.14882456,0.00770151,5.25086203,0.00000093,0.32076907,0.06108884,0.54628547,0.00071080,0.00068296,0.00477609,0.00050201,0.06518382
Pigeonite,5.71723301,0.69351045,0.08395458,0.14000296,0.00147853,0.12130177,0.12527646,0.01018209,0.00165788,0.01366736,5810.00000000,0.02185886,0.01159700,4.68446602,0.00000096,0.31079411,0.06634569,0.54694741,0.00012173,0.00090677,0.00556907,0.00079462,0.06851964
Pigeonite,5.51431462,0.67838166,0.13987626,0.29432708,0.00639095,0.12302194,0.15841292,0.01166001,0.00717717,0.05834059,2.10172144,0.52866716,0.00897000,4.22663436,0.00302603,0.28361305,0.06710139,0.54544249,0.00336225,0.00391474,0.00635987,0.00077505,0.08640514
Pigeonite,4.39206653,0.68876281,0.36429080,0.19148240,0.01169561,0.15681976,0.10417084,0.03116668,0.01352971,0.08627552,1.20050460,0.36444554,0.04020491,3.72779539,0.01343902,0.30261720,0.08117860,0.51765541,0.00587982,0.00700373,0.01613360,0.00216803,0.05392460
Pigeonite,5.82132747,0.70091333,0.10324310,0.12811884,0.00163036,0.12040438,0.12672160,0.01242927,0.00182667,0.01517109,7512.00000000,0.04858892,0.06363921,4.76886079,0.00000090,0.31134266,0.06528659,0.54222769,0.00032747,0.00099047,0.00673949,0.00437278,0.06871196
Pigeonite,5.67772915,0.68116189,0.12928519,0.14840518,0.00241343,0.11997083,0.17092854,0.01547885,0.00270297,0.02253019,489.84615380,0.00000000,0.00922924,4.25297836,0.00001735,0.28020579,0.06588460,0.54917184,0.00000000,0.00148439,0.00850055,0.00086634,0.09386914
Pigeonite,5.77065939,0.69244384,0.11628918,0.12160326,0.00172479,0.11999389,0.12847456,0.01395219,0.00193176,0.01609881,7757.00000000,0.00012892,0.02024416,4.69998351,0.00000098,0.30802405,0.06553726,0.54617168,0.00000098,0.00105507,0.00762029,0.00142052,0.07016917
Pigeonite,7.45097084,0.69458285,0.15860533,0.12233633,0.00188516,0.09322045,0.15541932,0.01478310,0.00206090,0.02210778,6836.00000000,0.00000000,0.03665002,5.78374742,0.00000119,0.29782354,0.05149318,0.55238073,0.00000000,0.00113840,0.00816590,0.00314643,0.08585063
Pigeonite,5.70928708,0.76468245,0.26844056,0.24981507,0.01055866,0.13393659,0.10465611,0.01199480,0.01197285,0.08939195,0.50063416,1.19197748,0.02556782,4.92790158,0.01220218,0.33614457,0.06821252,0.50928963,0.00728159,0.00609765,0.00610883,0.00136277,0.05330027
Pigeonite,5.56918347,0.69988912,0.07711714,0.15178165,0.00154060,0.12567177,0.12496838,0.00968971,0.00173420,0.01379947,5593.00000000,0.01430359,0.01099358,4.57478046,0.00000094,0.31271202,0.06835564,0.54392198,0.00007539,0.00094327,0.00527045,0.00074727,0.06797305
Pigeonite,6.00768551,0.71720280,0.23163321,0.05517019,0.00144248,0.11938088,0.10544994,0.02647383,0.00161468,0.01352545,22.45927904,0.06580668,0.01190956,5.12437877,0.00063074,0.32734206,0.06387936,0.53508872,0.00093221,0.00086400,0.01416585,0.00067200,0.05642507
Pigeonite,4.85578129,0.69920660,0.24782828,0.02724094,0.00087355,0.14399467,0.10745117,0.03101673,0.00099934,0.00694013,6.64280550,0.03826059,0.01368357,4.10956495,0.00248027,0.31433824,0.07648942,0.53119620,0.00063038,0.00053085,0.01647597,0.00078103,0.05707765
Pigeonite,5.91467497,0.70226204,0.13507988,0.11129627,0.00179538,0.11873214,0.15651651,0.01600180,0.00200855,0.01691665,438.17647060,0.00013425,0.01317595,4.59644298,0.00001984,0.29642274,0.06448959,0.54315194,0.00000117,0.00109095,0.00869141,0.00112012,0.08501225
Pigeonite,4.73893951,0.72822921,0.18113953,0.22022684,0.00681429,0.15366924,0.12298825,0.01184840,0.00786144,0.05115820,0.74111854,1.00854295,0.01218509,3.93859553,0.00827904,0.31342686,0.07957833,0.51785467,0.00618816,0.00407108,0.00613575,0.00077607,0.06369004
Pigeonite,5.94440744,0.70279259,0.26097761,0.22930852,0.00820978,0.11822753,0.21396899,0.03002181,0.00918040,0.07765025,36.04363636,0.00000000,0.04924693,4.13460061,0.00044504,0.26118056,0.06316948,0.53430433,0.00000000,0.00490513,0.01604078,0.00563013,0.11432455
Pigeonite,7.69881482,0.79998169,0.25474732,0.21322629,0.00649865,0.10390972,0.32490958,0.02500115,0.00717392,0.06903996,17.01246106,0.00000000,0.00614344,4.57196986,0.00075770,0.24494160,0.05357463,0.51558827,0.00000000,0.00369879,0.01289030,0.00102915,0.16751957
Pigeonite,6.04294104,0.72091083,0.07375305,0.11686768,0.00104025,0.11929801,0.12079913,0.00879690,0.00116435,0.00975997,5198.00000000,0.22566372,0.00924642,5.03035806,0.00000091,0.32381166,0.06437149,0.53958566,0.00107115,0.00062826,0.00474668,0.00060270,0.06518148
Palygorskite,0.98472549,0.25237373,0.11207948,0.34784748,0.01219566,0.25628841,0.00062071,0.01074099,0.01532127,0.05978136,0.59726287,1.70485661,0.97506234,0.98230356,0.01144273,0.16018643,0.16307222,0.63628404,0.01165153,0.00974868,0.00683432,0.00038510,0.00039495
Palygorskite,0.94718437,0.19122442,0.07465931,0.48338074,0.01173405,0.20188722,0.00060368,0.00797181,0.01410300,0.06985584,1.12263849,1.37107815,0.79661017,0.94419417,0.00495289,0.13295736,0.14081570,0.69749683,0.00762362,0.00983680,0.00556031,0.00033543,0.00042107
Palygorskite,0.99188034,0.25362716,0.08342330,0.39382218,0.01103664,0.25570339,0.00089529,0.00439592,0.01385875,0.05419853,0.25956532,4.43000436,0.84796574,0.98837907,0.01082324,0.16151540,0.16341443,0.63907808,0.01244537,0.00885682,0.00280934,0.00048517,0.00057216
Palygorskite,0.96461216,0.23085451,0.05106600,0.48742174,0.00937729,0.23932366,0.00071786,0.01105562,0.01162150,0.04855976,9.48428405,0.84607831,0.62003781,0.96161261,0.00077515,0.15303471,0.15914382,0.66497320,0.00622011,0.00772799,0.00735169,0.00029598,0.00047736
Palygorskite,0.79620318,0.20045642,0.04016590,0.52512385,0.00893330,0.25176542,0.00110231,0.00493025,0.01118240,0.04441594,0.95139177,2.85458515,0.44335938,0.79182487,0.00348244,0.13396742,0.16918819,0.67200727,0.00945770,0.00751465,0.00331316,0.00032842,0.00074076
Palygorskite,0.95151490,0.24169523,0.09091060,0.34251332,0.00959304,0.25401098,0.00063713,0.01140316,0.01202978,0.04735927,0.97553517,1.68246358,1.00660066,0.94900662,0.00753819,0.15545566,0.16380883,0.64488877,0.01237245,0.00775787,0.00735377,0.00041359,0.00041088
Palygorskite,0.83842947,0.17259667,0.01610245,0.36665365,0.00159139,0.20585711,0.00141012,0.00331276,0.00191899,0.00932195,1621.00000000,3.18815546,0.06666667,0.83157947,0.00000147,0.12277218,0.14763733,0.71718356,0.00757460,0.00137627,0.00237586,0.00006742,0.00101132
Palygorskite,0.88197903,0.21635945,0.05953837,0.39852887,0.00777108,0.24531133,0.00057336,0.01452149,0.00967742,0.03944954,172.97872340,0.66875769,1.06853583,0.87964177,0.00005611,0.14421527,0.16394773,0.66832516,0.00649034,0.00646766,0.00970508,0.00040945,0.00038319
Palygorskite,0.93978068,0.22557491,0.00488423,0.56256572,0.00121588,0.24002931,0.00200372,0.00096382,0.00150772,0.00628141,4.62162162,16.90935673,0.06329114,0.93143287,0.00014046,0.15058254,0.16166762,0.67353284,0.01097689,0.00101550,0.00064916,0.00008542,0.00134957
Palygorskite,0.88441585,0.19598829,0.03164488,0.59823667,0.00854772,0.22160197,0.00068345,0.00511610,0.01044191,0.04712010,2.69769292,2.29902684,0.99558499,0.88133170,0.00131018,0.13492681,0.15309425,0.69085239,0.00812584,0.00721382,0.00353447,0.00047008,0.00047217
Palygorskite,0.91647115,0.22717274,0.11900662,0.25523979,0.00810156,0.24787768,0.00056752,0.01286994,0.01010975,0.04078524,0.77393880,1.58928571,1.41735537,0.91418165,0.01082685,0.14753735,0.16138735,0.65107658,0.01331713,0.00658222,0.00837932,0.00052371,0.00036950
Palygorskite,0.91480378,0.23983306,0.16999234,0.29245651,0.01459490,0.26216886,0.00203540,0.00922401,0.01842123,0.07026475,0.26098762,5.09460440,1.82785088,0.90704010,0.02187450,0.14717908,0.16226304,0.61892567,0.02908496,0.01140137,0.00570897,0.00230265,0.00125976
Palygorskite,0.89586420,0.22130600,0.01689169,0.19034091,0.00078664,0.24703075,0.00186823,0.00380381,0.00098097,0.00397103,10.30952381,4.68668206,0.16614420,0.88830147,0.00024735,0.14711293,0.16561149,0.67040839,0.01195153,0.00065765,0.00255010,0.00020809,0.00125248
Palygorskite,0.90351040,0.22381449,0.00442798,0.69908467,0.00204235,0.24771656,0.00196438,0.00022522,0.00254828,0.01028706,0.25837321,163.66666670,0.09978769,0.89558044,0.00057641,0.14670370,0.16380851,0.66127395,0.02437477,0.00168511,0.00014893,0.00012962,0.00129900
Palygorskite,0.82271705,0.17882098,0.00014237,0.90990991,0.00025674,0.21735417,0.00124710,0.00002785,0.00031255,0.00143797,9.00000000,782.33333330,0.36972705,0.81697941,0.00000218,0.12516059,0.15319919,0.70483669,0.01535744,0.00022030,0.00001963,0.00032499,0.00087900
Palygorskite,0.83522550,0.18365818,0.01603748,0.18752908,0.00066724,0.21989053,0.00151078,0.00352447,0.00081396,0.00370166,1745.00000000,0.55128940,0.64839572,0.82835492,0.00000143,0.12910823,0.15586100,0.70881179,0.00137722,0.00057695,0.00249819,0.00069434,0.00107086
Palygorskite,0.88959807,0.22042009,0.02266093,0.28734440,0.00181435,0.24777492,0.00259900,0.00123820,0.00226390,0.00913694,0.28291317,21.00660066,0.16509434,0.87910874,0.00291286,0.14497117,0.16490698,0.66555157,0.01731125,0.00150675,0.00082409,0.00028557,0.00172977
Palygorskite,0.87084018,0.21501838,0.01321811,0.44183865,0.00207193,0.24690911,0.00254512,0.00324722,0.00258351,0.01046341,197.33333330,8.73479730,0.10991379,0.86053228,0.00001100,0.14198789,0.16500007,0.66826239,0.01895445,0.00172646,0.00216999,0.00018694,0.00170081
Palygorskite,1.03232759,0.26921708,0.16720546,0.30770375,0.01537216,0.26078648,0.00069318,0.00651404,0.01938101,0.07431753,0.17562380,5.48892724,4.47027027,1.02966954,0.02272944,0.16455250,0.15981098,0.61280394,0.02191087,0.01187676,0.00399183,0.00189890,0.00042479
