Mineral,(Mg+Fe)/Al,(Mg+Fe)/Si,(Ca+Na)/Al,K/(K+Na+Ca),K/(Al+Si),Al/Si,Fe/Si,Ca/Si,K/Si,K/Al,Ca/Na,P/Ca,Ti/Fe,Mg/Al,|Na|,|Mg|,|Al|,|Si|,|P|,|K|,|Ca|,|Ti|,|Fe|
Labradorite,0.01214248,0.00976958,0.52707755,0.06284036,0.01575768,0.80457826,0.00777640,0.38259898,0.02843596,0.03534269,9.22455221,0.00357566,2.01553398,0.00247729,0.01816023,0.00087271,0.35228252,0.43784743,0.00059899,0.01245061,0.16751998,0.00686265,0.00340488
Labradorite,0.02098785,0.01603326,0.43012427,0.05566296,0.01098008,0.76393046,0.00153893,0.20068027,0.01936810,0.02535323,1.56898202,0.07776271,0.31827112,0.01897336,0.05965674,0.00676038,0.35630884,0.46641528,0.00727862,0.00903358,0.09360035,0.00022845,0.00071778
Labradorite,0.01449743,0.01105168,0.42335587,0.04762010,0.00915668,0.76232001,0.00251570,0.19398870,0.01613701,0.02116829,1.50677917,0.08547926,0.00655152,0.01119737,0.06047611,0.00400969,0.35809176,0.46973942,0.00778922,0.00758019,0.09112414,0.00000774,0.00118172
Labradorite,0.01133367,0.00872821,0.43781709,0.05110804,0.01025932,0.77011279,0.00282245,0.24039634,0.01816015,0.02358116,2.48414684,0.02646370,1.00930851,0.00766869,0.04514934,0.00275535,0.35929827,0.46655279,0.00296811,0.00847267,0.11215758,0.00132908,0.00131682
Labradorite,0.00981279,0.00745889,0.41514439,0.03805684,0.00709288,0.76011987,0.00275668,0.20680620,0.01248431,0.01642413,1.90160860,0.04116531,0.05406944,0.00618614,0.05168183,0.00223459,0.36122480,0.47522083,0.00404567,0.00593280,0.09827861,0.00007083,0.00131003
Labradorite,0.01091459,0.00846662,0.50024331,0.05519159,0.01276555,0.77571563,0.00463619,0.30406272,0.02266799,0.02922204,3.62049095,0.01083877,1.43110647,0.00493793,0.03809089,0.00173729,0.35182602,0.45355025,0.00149475,0.01028107,0.13790772,0.00300926,0.00210275
Labradorite,0.01045909,0.00793112,0.42043221,0.04421067,0.00838704,0.75829964,0.00268882,0.20406666,0.01474694,0.01944737,1.77840618,0.07117060,0.04790782,0.00691324,0.05426815,0.00247928,0.35862844,0.47293765,0.00686873,0.00697438,0.09651081,0.00006092,0.00127165
Labradorite,0.00986466,0.00745837,0.42437490,0.02935303,0.00552537,0.75606902,0.00250113,0.19144786,0.00970293,0.01283339,1.47940314,0.05735893,0.00000000,0.00655660,0.06147490,0.00235491,0.35916603,0.47504398,0.00521657,0.00460932,0.09094615,0.00000000,0.00118814
Labradorite,0.00911299,0.00705427,0.44358238,0.04950630,0.01008094,0.77408878,0.00303520,0.25793462,0.01788448,0.02310391,3.01898537,0.02131075,0.83917397,0.00519200,0.03973019,0.00186895,0.35996704,0.46502035,0.00255612,0.00831665,0.11994485,0.00118443,0.00141143
Labradorite,0.01463462,0.01115485,0.41837881,0.05609659,0.01075474,0.76222343,0.00268005,0.21947219,0.01895225,0.02486443,2.20739372,0.04250056,1.12056304,0.01111852,0.04682042,0.00399085,0.35893669,0.47090745,0.00439248,0.00892476,0.10335109,0.00141421,0.00126206
Labradorite,0.01305974,0.00987379,0.41988458,0.04961804,0.00943810,0.75604790,0.00233190,0.20183901,0.01657375,0.02192156,1.74580322,0.06886309,0.08593209,0.00997542,0.05468837,0.00356751,0.35763044,0.47302617,0.00657471,0.00783982,0.09547514,0.00009479,0.00110305
Labradorite,0.00981423,0.00762793,0.46785265,0.05003325,0.01077620,0.77723124,0.00358026,0.27039131,0.01915180,0.02464106,2.90000000,0.01635442,1.07313739,0.00520781,0.04285040,0.00186022,0.35719909,0.45957892,0.00203230,0.00880176,0.12426615,0.00176575,0.00164541
Labradorite,0.01336578,0.01018045,0.41049192,0.04598249,0.00855434,0.76168010,0.00293802,0.20273582,0.01507000,0.01978521,1.84426515,0.05072157,0.09489051,0.00950849,0.05209459,0.00343218,0.36095915,0.47389863,0.00487314,0.00714165,0.09607623,0.00013212,0.00139233
Labradorite,0.05607393,0.04843945,1.15367356,0.03412496,0.01889128,0.86384962,0.03051885,0.89513760,0.03521051,0.04076000,8.82231656,0.00056709,0.92842742,0.02074504,0.03412878,0.00602790,0.29057061,0.33636712,0.00017075,0.01184366,0.30109485,0.00953081,0.01026554
Labradorite,0.01594548,0.01220226,0.42076309,0.05764786,0.01115846,0.76524876,0.00191239,0.21782082,0.01969746,0.02573995,2.09106082,0.05127555,0.48428207,0.01344643,0.04887672,0.00482813,0.35906405,0.46921219,0.00524058,0.00924229,0.10220418,0.00043456,0.00089732
Labradorite,0.00750511,0.00573392,0.41784364,0.03505999,0.00657538,0.76400279,0.00227265,0.21064776,0.01159899,0.01518187,1.93991744,0.04235952,0.00730460,0.00453044,0.05147451,0.00164079,0.36217092,0.47404397,0.00422987,0.00549843,0.09985630,0.00000787,0.00107734
Labradorite,0.01811212,0.01374903,0.43251965,0.03869471,0.00751288,0.75910649,0.00243867,0.19527496,0.01321596,0.01740989,1.46764237,0.05894150,0.03197026,0.01489956,0.06258433,0.00532005,0.35706062,0.47036961,0.00541386,0.00621639,0.09185141,0.00003667,0.00114708
Labradorite,0.01491233,0.01145035,0.42593863,0.05272605,0.01029736,0.76784477,0.00275022,0.22896743,0.01820414,0.02370810,2.33432245,0.01854895,1.26637869,0.01133058,0.04600106,0.00408019,0.36010437,0.46898070,0.00199181,0.00853739,0.10738130,0.00163338,0.00128980
Labradorite,0.02075289,0.01633596,0.47312527,0.05902677,0.01307221,0.78716535,0.01042782,0.30790026,0.02336221,0.02967890,4.77160870,0.00827721,0.89227284,0.00750559,0.02918288,0.00267198,0.35599908,0.45225451,0.00115260,0.01056566,0.13924928,0.00420799,0.00471603
Labradorite,0.01145749,0.00873268,0.41722026,0.05057650,0.00961307,0.76218125,0.00224383,0.22657453,0.01693996,0.02222564,2.47831180,0.02705118,0.82326622,0.00851353,0.04324994,0.00306972,0.36056924,0.47307545,0.00289953,0.00801388,0.10718685,0.00087390,0.00106150
Labradorite,0.00954217,0.00742123,0.43637770,0.05617563,0.01136272,0.77773019,0.00318140,0.25691853,0.02019986,0.02597283,3.11546356,0.02874266,1.39102564,0.00545154,0.03823967,0.00196603,0.36063707,0.46370461,0.00342424,0.00936677,0.11913431,0.00205208,0.00147523
Labradorite,0.01467257,0.01126698,0.41594239,0.05796549,0.01111683,0.76789391,0.00217520,0.22059974,0.01965337,0.02559387,2.23279329,0.04582218,0.41819516,0.01183989,0.04640166,0.00426998,0.36064362,0.46965293,0.00474742,0.00923026,0.10360531,0.00042722,0.00102159
Labradorite,0.01439539,0.01102786,0.41618114,0.05942053,0.01140469,0.76606887,0.00232674,0.22464994,0.02014147,0.02629199,2.38549063,0.03901879,0.60734072,0.01135814,0.04429108,0.00409226,0.36029270,0.47031372,0.00412257,0.00947281,0.10565595,0.00066461,0.00109430
Labradorite,0.02015035,0.01528074,0.44009225,0.05747814,0.01157484,0.75833656,0.00245851,0.20594616,0.02035246,0.02683830,1.61157460,0.08704989,1.08207934,0.01690837,0.05948524,0.00596856,0.35299450,0.46548527,0.00834503,0.00947377,0.09586490,0.00123833,0.00114440
Labradorite,0.01607638,0.01215736,0.42986453,0.04218311,0.00815189,0.75622492,0.00240268,0.19547640,0.01431656,0.01893162,1.50833038,0.08185664,0.05672403,0.01289918,0.06101852,0.00459279,0.35605311,0.47082964,0.00753377,0.00674066,0.09203609,0.00006417,0.00113125
Labradorite,0.01141602,0.00869903,0.41953611,0.05955848,0.01149029,0.76200222,0.00252737,0.21776932,0.02024592,0.02656936,2.13670823,0.05745301,0.71123666,0.00809927,0.04796275,0.00290439,0.35859879,0.47060071,0.00588792,0.00952774,0.10248239,0.00084593,0.00118938
Labradorite,0.00862217,0.00663016,0.40894050,0.05399906,0.01014712,0.76896691,0.00228199,0.22264273,0.01794992,0.02334290,2.42480049,0.03935624,0.46436133,0.00565457,0.04335521,0.00205313,0.36309177,0.47218127,0.00413743,0.00847561,0.10512772,0.00050036,0.00107751
Labradorite,0.01131898,0.00873496,0.43827694,0.05216462,0.01050637,0.77170866,0.00314878,0.25100605,0.01861423,0.02412080,2.87797945,0.03293063,1.06541490,0.00723871,0.04058637,0.00259955,0.35911791,0.46535426,0.00384652,0.00866221,0.11680673,0.00156115,0.00146530
Labradorite,0.01220454,0.00936699,0.41033576,0.05340886,0.01005331,0.76750000,0.00262821,0.22301282,0.01776923,0.02315209,2.42616549,0.03066973,0.86402439,0.00878017,0.04338545,0.00318065,0.36225394,0.47199211,0.00322831,0.00838694,0.10526029,0.00107182,0.00124049
Labradorite,0.01243759,0.00942999,0.41905747,0.04403208,0.00832357,0.75818432,0.00261011,0.20421610,0.01463438,0.01930187,1.79915442,0.05349775,0.04975728,0.00899501,0.05376849,0.00323060,0.35915434,0.47370320,0.00517526,0.00693235,0.09673782,0.00006152,0.00123642
Labradorite,0.01320523,0.01012918,0.41580482,0.06124936,0.01177656,0.76705863,0.00282710,0.22577012,0.02080987,0.02712944,2.42303591,0.04025822,1.04920914,0.00951959,0.04376541,0.00342982,0.36029063,0.46970416,0.00426919,0.00977448,0.10604517,0.00139324,0.00132790
Labradorite,0.04656292,0.03890812,0.93922313,0.00080822,0.00034584,0.83560297,0.02539267,0.68547908,0.00063482,0.00075971,6.90043290,0.00265878,0.00403226,0.01617449,0.03731883,0.00507739,0.31391359,0.37567314,0.00068468,0.00023848,0.25751608,0.00003847,0.00953934
Labradorite,0.01324469,0.01013942,0.42439273,0.04726038,0.00912816,0.76554633,0.00311199,0.24205188,0.01611619,0.02105188,2.92190551,0.02227396,0.91588785,0.00917963,0.03898490,0.00330713,0.36026796,0.47060243,0.00253723,0.00758432,0.11391020,0.00134133,0.00146451
Labradorite,0.02461181,0.01872078,0.43752932,0.05747437,0.01152650,0.76064222,0.00173474,0.20243295,0.02029405,0.02668015,1.55275327,0.08226848,0.57978723,0.02233118,0.06063398,0.00790004,0.35376734,0.46509033,0.00774555,0.00943856,0.09414961,0.00046778,0.00080681
Labradorite,0.00937422,0.00713060,0.41162362,0.04385758,0.00815714,0.76066049,0.00266965,0.20430040,0.01436195,0.01888089,1.87766735,0.05622159,0.02535377,0.00586458,0.05164457,0.00211740,0.36104800,0.47465066,0.00545188,0.00681691,0.09697132,0.00003213,0.00126715
Labradorite,0.03799833,0.02891018,0.45468887,0.07266267,0.01539421,0.76082749,0.00247857,0.20565323,0.02710654,0.03562771,1.46595098,0.12106762,2.48031496,0.03474060,0.06394597,0.01204816,0.34680337,0.45582392,0.01134908,0.01235581,0.09374166,0.00280224,0.00112979
Labradorite,0.01794755,0.01348738,0.43981488,0.05103978,0.01014953,0.75148864,0.00258998,0.21773726,0.01777678,0.02365542,1.93066069,0.05250484,0.62665310,0.01450109,0.05303925,0.00512500,0.35342152,0.47029522,0.00537654,0.00836034,0.10240079,0.00076330,0.00121805
Labradorite,0.01369962,0.01053272,0.42734561,0.04232242,0.00820872,0.76883272,0.00329856,0.23524925,0.01451985,0.01888558,2.52121078,0.03381825,0.90000000,0.00940927,0.04373746,0.00339096,0.36038465,0.46874260,0.00372918,0.00680607,0.11027134,0.00139156,0.00154618
Labradorite,0.01502098,0.01129710,0.43239077,0.03550991,0.00683347,0.75208809,0.00250056,0.20186256,0.01197283,0.01591946,1.63672266,0.06786746,0.06652949,0.01169616,0.05832965,0.00416026,0.35569471,0.47294289,0.00647927,0.00566247,0.09546946,0.00007868,0.00118262
Labradorite,0.04556883,0.03597078,0.63144249,0.00017416,0.00004852,0.78937250,0.01663338,0.40086330,0.00008683,0.00010999,4.10804627,0.00362027,0.00820283,0.02449717,0.04196159,0.00831551,0.33944773,0.43002224,0.00062406,0.00003734,0.17238014,0.00005867,0.00715273
Microcline,0.03021221,0.01106264,0.08685778,0.88249614,0.17484076,0.36616454,0.00027492,0.00516666,0.23886125,0.65233309,0.19396111,2.55540897,0.88429752,0.02946141,0.01603381,0.00649339,0.22040331,0.60192422,0.00794716,0.14377637,0.00310994,0.00014633,0.00016548
Microcline,0.03238623,0.01199313,0.14808271,0.81769978,0.17949928,0.37031588,0.00036893,0.01495798,0.24597071,0.66421864,0.37508035,2.03174367,4.60120846,0.03138996,0.02325051,0.00677715,0.21590177,0.58302055,0.01771845,0.14340598,0.00872081,0.00098970,0.00021510
Microcline,0.01006838,0.00367356,0.12385118,0.84524436,0.18083204,0.36486148,0.00000000,0.01234435,0.24681069,0.67645039,0.37584583,2.03768423,65535.00000000,0.01006838,0.01947995,0.00217880,0.21640004,0.59310190,0.01491882,0.14638389,0.00732146,0.00021517,0.00000000
Microcline,0.02731108,0.00994339,0.10701057,0.86282548,0.17965215,0.36407916,0.00000146,0.00847339,0.24505975,0.67309469,0.27793504,2.86828932,119.00000000,0.02730706,0.01811979,0.00590895,0.21638910,0.59434629,0.01444507,0.14565035,0.00503613,0.00010345,0.00000087
Microcline,0.04150120,0.01534125,0.10095694,0.86541222,0.17520298,0.36965798,0.00000000,0.00768278,0.23996816,0.64916268,0.25923163,2.96143885,65535.00000000,0.04150120,0.01758439,0.00910243,0.21932931,0.59333040,0.01349951,0.14238041,0.00455843,0.00021513,0.00000000
Microcline,0.01704287,0.00622309,0.08929834,0.88128149,0.17730643,0.36514305,0.00000383,0.00721213,0.24204864,0.66288714,0.28400342,1.97076542,92.66666667,0.01703237,0.01529248,0.00374521,0.21988753,0.60219557,0.00855926,0.14576062,0.00434312,0.00021392,0.00000231
Microcline,0.00970913,0.00353737,0.10402196,0.86864929,0.18370321,0.36433478,0.00045644,0.01320273,0.25063268,0.68791863,0.53460817,1.72163272,5.43316832,0.00845634,0.01468594,0.00183213,0.21665782,0.59466686,0.01351693,0.14904295,0.00785123,0.00147471,0.00027143
Microcline,0.02179220,0.00788152,0.09270114,0.88728448,0.19382158,0.36166691,0.00075505,0.01476986,0.26392043,0.72973342,0.78742839,0.31360598,4.26153846,0.01970451,0.01119929,0.00425500,0.21594048,0.59707005,0.00276558,0.15757898,0.00881864,0.00192117,0.00045082
Microcline,0.02705984,0.01000989,0.13171798,0.83220933,0.17640860,0.36991685,0.00074326,0.01455498,0.24166511,0.65329575,0.42596143,1.72162013,2.95683453,0.02505059,0.02012858,0.00545876,0.21790932,0.58907650,0.01476117,0.14235924,0.00857400,0.00129460,0.00043784
Microcline,0.01470965,0.00514896,0.05832266,0.92629671,0.19005152,0.35003971,0.00043420,0.00940262,0.25657709,0.73299426,0.85380321,0.99209917,5.68731563,0.01346921,0.00669877,0.00286790,0.21292228,0.60828035,0.00567424,0.15607081,0.00571943,0.00150212,0.00026412
Microcline,0.02454700,0.00894697,0.10827784,0.85985186,0.17745372,0.36448308,0.00062375,0.01024809,0.24213260,0.66431780,0.35075348,2.01886533,1.12443439,0.02283568,0.01742843,0.00496488,0.21741766,0.59650960,0.01234149,0.14443442,0.00611308,0.00041837,0.00037207
Microcline,0.02175013,0.00803748,0.08344052,0.88865480,0.17968962,0.36953730,0.00033565,0.00917170,0.24609164,0.66594532,0.42338689,1.47292153,3.90268456,0.02084184,0.01297695,0.00461376,0.22136997,0.59904635,0.00809263,0.14742030,0.00549427,0.00078470,0.00020107
Microcline,0.00681795,0.00247695,0.05051605,0.93268102,0.18650779,0.36329771,0.00025649,0.01094962,0.25426565,0.69988233,1.47912886,1.42007808,4.10476191,0.00611195,0.00447297,0.00134167,0.21951592,0.60423150,0.00939539,0.15363532,0.00661610,0.00063615,0.00015498
Microcline,0.01608707,0.00566898,0.07916045,0.90212657,0.19012358,0.35239380,0.00034638,0.01080182,0.25712195,0.72964381,0.63191333,1.40141814,5.89438944,0.01510413,0.01029588,0.00320589,0.21225218,0.60231532,0.00911777,0.15486849,0.00650610,0.00122975,0.00020863
Microcline,0.00413725,0.00147916,0.03786668,0.95093372,0.19327724,0.35752258,0.00023911,0.00803750,0.26237822,0.73387875,1.46118075,0.92624879,12.29767442,0.00346844,0.00334327,0.00075369,0.21729888,0.60779064,0.00452484,0.15947103,0.00488512,0.00178722,0.00014533
Microcline,0.00598075,0.00212025,0.04048073,0.94888228,0.19666957,0.35451183,0.00005614,0.00653060,0.26639126,0.75143124,0.83508191,1.88141944,11.33333333,0.00582240,0.00473873,0.00125075,0.21481695,0.60595145,0.00744520,0.16142017,0.00395722,0.00038552,0.00003402
Microcline,0.00515099,0.00187336,0.07979682,0.89682874,0.18499155,0.36368978,0.00000452,0.00937698,0.25227108,0.69364359,0.47733809,1.89733703,110.25000000,0.00513856,0.01179736,0.00112233,0.21841327,0.60054827,0.01068453,0.15150096,0.00563133,0.00029924,0.00000271
Microcline,0.00584315,0.00211699,0.04406550,0.94243383,0.19185848,0.36230356,0.00003310,0.00658634,0.26136949,0.72141020,0.70226114,2.01358645,22.03703704,0.00575179,0.00566437,0.00125858,0.21881582,0.60395713,0.00800977,0.15785597,0.00397786,0.00044050,0.00001999
Microcline,0.03766014,0.01392525,0.12490975,0.84219279,0.17995222,0.36976090,0.00059892,0.01363110,0.24649152,0.66662407,0.41870170,1.88343877,3.15779093,0.03604038,0.01910622,0.00782094,0.21700487,0.58687890,0.01506715,0.14466067,0.00799981,0.00110995,0.00035150
Microcline,0.00018978,0.00006784,0.03335990,0.95897955,0.20537963,0.35748596,0.00004342,0.00623762,0.27879997,0.77989069,1.09661260,1.75462258,19.09375000,0.00006832,0.00342644,0.00001471,0.21534609,0.60239034,0.00659296,0.16794641,0.00375748,0.00049942,0.00002616
Microcline,0.02775143,0.02507462,0.04069011,0.81122828,0.08300059,0.90354325,0.00091610,0.00567097,0.15799521,0.17486182,0.18237978,3.12662845,1.42903226,0.02673753,0.01451364,0.01127628,0.42173984,0.46676221,0.00827617,0.07374620,0.00264700,0.00061106,0.00042760
Microcline,0.02611899,0.00932029,0.10540961,0.86548458,0.17836595,0.35683956,0.00000653,0.00681017,0.24201398,0.67821510,0.22107942,1.76043166,53.50000000,0.02610069,0.01857769,0.00561704,0.21520648,0.60309031,0.00723035,0.14595629,0.00410714,0.00021077,0.00000394
Microcline,0.02993851,0.01140192,0.14933268,0.80049664,0.16525979,0.38084467,0.00073582,0.01834633,0.22819810,0.59918944,0.47620363,1.36618799,1.95117541,0.02800643,0.02261171,0.00626012,0.22352433,0.58691732,0.01471081,0.13393342,0.01076778,0.00084265,0.00043187
Microcline,0.01444289,0.00524597,0.06365947,0.91831768,0.19069232,0.36322172,0.00042855,0.00919526,0.25995591,0.71569483,0.66023548,1.65188071,5.10289389,0.01326302,0.00834505,0.00288654,0.21763847,0.59918903,0.00910137,0.15576273,0.00550970,0.00131034,0.00025678
Microcline,0.00316721,0.00112737,0.02944745,0.96244715,0.19811911,0.35594920,0.00052191,0.00611245,0.26863945,0.75471289,1.39894087,1.34700316,1.71428571,0.00170098,0.00265561,0.00036799,0.21633962,0.60778229,0.00500417,0.16327430,0.00371504,0.00054378,0.00031720
Microcline,0.04482919,0.01633251,0.08621313,0.88015300,0.16907438,0.36432759,0.00000000,0.00725300,0.23067284,0.63314679,0.30024618,1.64158126,65535.00000000,0.04482919,0.01459691,0.00986902,0.22014718,0.60425613,0.00719450,0.13938548,0.00438267,0.00016812,0.00000000
Microcline,0.01265914,0.00457163,0.09470731,0.87931662,0.18308290,0.36113284,0.00018604,0.01228937,0.24920014,0.69005119,0.56083712,1.77986694,11.46496815,0.01214398,0.01309687,0.00262122,0.21584487,0.59768829,0.01307350,0.14894401,0.00734521,0.00127484,0.00011120
Microcline,0.00782225,0.00276472,0.07419741,0.90427353,0.18303550,0.35344235,0.00000000,0.00783710,0.24772799,0.70090070,0.42622126,2.08275746,65535.00000000,0.00782225,0.01116427,0.00167865,0.21459937,0.60716935,0.00991069,0.15041285,0.00475845,0.00030638,0.00000000
Microcline,0.00061262,0.00021708,0.00986705,0.98854020,0.22269209,0.35434853,0.00012240,0.00349637,0.30160270,0.85114703,65535.00000000,0.88507266,11.03773585,0.00026721,0.00000000,0.00005690,0.21293574,0.60092174,0.00185958,0.18123962,0.00210105,0.00081183,0.00007355
Microcline,0.01488333,0.00540808,0.07900621,0.90011545,0.18975437,0.36336465,0.00030499,0.01105404,0.25870440,0.71196911,0.62614885,2.12106832,5.57600000,0.01404398,0.01050002,0.00303515,0.21611710,0.59476646,0.01394512,0.15386870,0.00657458,0.00101147,0.00018140
Microcline,0.00408431,0.00149003,0.06586851,0.91183734,0.18210113,0.36481865,0.00000000,0.00767563,0.24853502,0.68125634,0.46933067,1.56605648,65535.00000000,0.00408431,0.00990155,0.00090212,0.22087417,0.60543553,0.00727762,0.15047193,0.00464710,0.00048997,0.00000000
Microcline,0.00145261,0.00052343,0.03528196,0.95224394,0.18635134,0.36033448,0.00050428,0.00550662,0.25350015,0.70351343,0.76409802,1.82496136,0.95358650,0.00005314,0.00440076,0.00001169,0.22003794,0.61064914,0.00613664,0.15479965,0.00336261,0.00029364,0.00030794
Microcline,0.00258739,0.00095886,0.04334563,0.94078265,0.18619599,0.37058830,0.00067086,0.00664197,0.25519804,0.68862951,0.70498681,1.44907329,1.56060606,0.00077713,0.00569793,0.00017418,0.22412624,0.60478498,0.00582088,0.15433994,0.00401696,0.00063318,0.00040573
Microcline,0.01414928,0.00517578,0.05513676,0.92938613,0.19435787,0.36579782,0.00039683,0.00853020,0.26545356,0.72568382,0.73291564,1.15725646,5.08974359,0.01306444,0.00697561,0.00286424,0.21923918,0.59934523,0.00591651,0.15909832,0.00511253,0.00121054,0.00023784
Microcline,0.00134526,0.00047136,0.03587842,0.95477502,0.19653588,0.35038282,0.00000892,0.00604609,0.26539868,0.75745346,0.92659118,0.89043405,88.00000000,0.00131981,0.00399090,0.00028284,0.21430241,0.61162363,0.00329277,0.16232410,0.00369793,0.00047997,0.00000545
