MINERAL,GROUP,F,Na,Mg,Al,Si,P,S,Cl,K,Ca,Ti,Cr,Mn,Fe
Albite,Feldspar,1599.4,19950,4.4,28119,79644,141.9,1619.5,103.9,1233.4,758,31,30.4,10.5,23.4
Albite,Feldspar,243.8,18172,0.1,27444,77765,9.9,986.8,105.3,1046.1,193.6,33.4,31,13.5,23.7
Albite,Feldspar,1262.3,21138,0.1,28958,81458,109.7,1557.3,125,1028.1,146.4,32.9,8.2,15.2,24.1
Albite,Feldspar,1288.5,26152,0.1,33846,94996,341.4,3319.2,237.2,1823.2,138.1,37.2,24.8,9.1,22.5
Albite,Feldspar,0.1,12062,0.1,23059,67109,0,619.7,87.4,964,191,38.9,31.6,6.5,19
Albite,Feldspar,523.1,16269,0.1,26764,77461,13.3,1185.7,126.3,1118.1,115.4,45.9,43.4,21.6,28.4
Albite,Feldspar,1493.4,26277,0.1,33920,95482,424.4,3624.2,244.8,1895.4,147,33.2,22.7,29.2,15.4
Albite,Feldspar,1554.6,22123,2.5,30578,83353,505.3,2414.1,137.3,1317.3,72.7,39.1,7.6,5.8,31.5
Albite,Feldspar,736.4,16761,0.1,24260,68424,11,894.2,71.6,702.1,162.6,29.9,13.1,4.2,24.9
Albite,Feldspar,2144.3,28838,3.8,34524,95693,741.1,4397.8,260.1,2012.1,115,49.9,14,19.2,5.5
Albite,Feldspar,1412.4,24299,0.1,32118,90632,254.8,2431.9,184.9,1485.5,146,33.6,31.2,16,29
Albite,Feldspar,3392.2,30920,1480.5,36833,99565,1372.3,3130.7,1146.8,2502,315,37.7,24.6,10.3,28.5
Albite,Feldspar,2051.1,25390,905.3,33265,91649,925.6,1945.7,807.5,1897.2,245.2,5.3,19.6,11,30
Albite,Feldspar,1132,23212,463.8,33952,94958,731.9,1616.4,670.7,2005.8,295.8,30.7,20.1,20.5,14.1
Albite,Feldspar,689.9,21363,5.7,32018,91122,426.1,1283.7,250.7,1539.5,80.9,14.5,64,22.3,25.3
Albite,Feldspar,2444.1,26554,1105.2,35413,96725,1089.7,2378.8,955.1,2164.8,387.5,28,12.9,9.2,24.3
Albite,Feldspar,1811.3,24745,493.4,33361,92734,684,1728.6,606.3,1612.5,124.2,0,3.8,15.9,24.5
Albite,Feldspar,20.8,15752,0.1,26805,77286,48.8,494.9,91.9,937.9,54.8,5.8,28.4,36.3,61.7
Albite,Feldspar,601,20775,39.8,31796,89398,479,1125.1,385.3,1472.4,100.9,0.3,14.8,28,39.4
Albite,Feldspar,265.8,20334,11.3,31982,90588,391,1110.2,321.1,1602.4,91.4,5.6,17.6,22.5,20.3
Albite,Feldspar,1667,24863,357.6,33485,92658,648.2,1701.4,491.6,1591.7,83.3,0.9,10.3,36.5,17.1
Albite,Feldspar,167.3,19410,431.2,29318,83570,537.6,1168.9,497.4,1597,167.9,69.3,43.6,10.4,35
Albite,Feldspar,552.8,16901,51,27530,78566,426.8,763.1,269.7,1323.6,161.1,32.7,50.2,23,33.9
Albite,Feldspar,0.1,13965,0.1,26497,76538,217.4,509.5,205.2,1380.8,260.5,160.2,78.5,24.7,41.1
Albite,Feldspar,1358.5,25697,364.5,34422,95773,669.3,1847.6,566.3,1687.9,46,0.8,7.8,17.5,31.3
Albite,Feldspar,1280.8,23964,621.3,34037,94897,868.7,1862.9,727.7,2059.4,231.5,32.7,19.8,12,32.4
Albite,Feldspar,2146.4,27323,266.6,35537,98687,648.8,2035,484.3,1558.1,67.3,0,26.9,29.1,35.4
Albite,Feldspar,1200.2,22350,547.4,32285,89352,717.9,1467.8,629.1,1712.2,244.7,13.7,19.1,10.4,23.1
Albite,Feldspar,418.8,18004,21.7,28777,81048,430,1036.7,349.6,1510.3,163.1,15.9,20.9,15.1,33
Albite,Feldspar,377.3,17468,63.8,28665,81528,344.7,872,319.7,1358.2,170.4,25.1,34.1,29.3,13.6
Albite,Feldspar,1110.6,23608,403.5,33789,94060,733,1684.1,634.2,1893.1,198.5,16.6,35.3,19.2,32.4
Albite,Feldspar,0.1,15542,0.1,27759,80888,116,519.9,149.4,1300.8,87.6,7.7,17.3,31,25.9
Albite,Feldspar,479.7,17868,0.1,27705,79638,196.9,811,141.6,1095.9,220.3,4.1,22.9,27.2,23.9
Albite,Feldspar,1223.1,19386,336.9,28142,78747,465.3,1072.7,350.9,1254.6,117.5,4.1,15.2,20.8,43
Albite,Feldspar,973.2,22506,347.2,31954,89496,549,1340.6,475.9,1482.6,59.1,1.9,4.6,24.9,41.7
Albite,Feldspar,1973.3,25467,856.9,34344,94641,983.9,2002.1,798.9,1953.2,237.9,15.2,36,27.9,29.5
Albite,Feldspar,1943.3,26880,388.9,35327,97602,727.5,1945.4,608.9,1644.3,46,0,4.9,17.9,13.4
Albite,Feldspar,1716.2,21034,433.7,27696,77002,557.1,1521.6,380.9,1084.5,38.6,0,7.6,22.3,30.8
Albite,Feldspar,0.1,18740,47.7,30554,87466,426.6,1027.3,416.7,1642.1,159.8,40.3,29.2,18.7,30.5
Albite,Feldspar,2615.7,24430,969.6,31374,84567,956.7,2088,727.7,1784.1,192.1,6.4,13,29.3,41.4
Albite,Feldspar,319.4,19624,7.3,30910,87958,322.5,969.1,265,1297,30.3,9.1,18.4,17.1,34.8
Albite,Feldspar,1760.7,25333,892.7,34323,94362,1042.8,2191.6,929.7,2248.7,383.2,127.2,38.2,24.5,43.1
Albite,Feldspar,274.7,19869,19.5,31748,90344,376.1,1043.1,373.8,1684.9,150.9,7.2,19.6,12.2,37.7
Albite,Feldspar,441.3,20395,0.1,31219,88491,284.3,881.8,201.4,1338.4,123.1,15.4,66.3,20.6,19
Albite,Feldspar,464.1,16978,343.9,24596,69358,441.8,823.8,365.3,1152,145.9,32.5,34.3,18,27.5
Albite,Feldspar,0.1,8403.2,0.1,18627,54185,9.6,196.5,147.8,951.1,341.4,324.5,203.7,113.7,65.4
Albite,Feldspar,0.1,11946,0.1,24455,71162,109.4,298.1,206.8,1302.5,335.7,277,139.3,75.2,62.2
Albite,Feldspar,189.8,17372,0.1,28339,80862,254.9,754.4,240.9,1337,214.9,106.5,50.1,21.9,51.7
Albite,Feldspar,1.3,15644,0.1,24998,70533,146.3,783.2,116.2,1068.2,66.1,33.7,49.8,35,145.3
Albite,Feldspar,732.1,21496,474.2,31860,89345,675.2,1391.4,648.8,1870.9,309.6,135.5,43.6,13.3,26.9
Albite,Feldspar,24.1,18698,0.1,30377,86673,225.2,739.9,173.3,1337.7,29.8,9.2,32.3,25.9,27
Albite,Feldspar,0.1,6548.9,0.1,13956,40566,20.2,340.8,149,848.5,198.2,187,85.1,44.4,23.6
Albite,Feldspar,0.1,10428,0.1,20750,60589,67.4,431.1,189.3,1024.5,278.9,250.6,153.3,59.7,49.8
Albite,Feldspar,0.1,9462.9,5.9,21120,50518,17.4,136.7,38.3,596,20.8,20.1,38.7,31.8,36.4
Albite,Feldspar,821.8,23518,132.9,32970,93111,506.2,1364.6,480.5,1578,41,0.7,22.5,26.6,26
Albite,Feldspar,468,18109,365.8,27863,78836,516.3,1067.1,452,1449.7,231.2,40.2,32,25.4,23.7
Albite,Feldspar,1107.9,13004,787.4,16534,44434,1096.1,1886.4,497.2,1332.3,290.7,110.8,49.9,14.3,25.9
Albite,Feldspar,261.1,19107,3.8,30553,86697,298.2,933.9,247.1,1227.8,140.3,3.2,19.5,31.4,45.2
Albite,Feldspar,0.1,13815,64.7,22329,64166,175.1,373.1,88.3,692.3,61.4,29.4,29.4,17.3,18.1
Albite,Feldspar,254.6,12047,0.1,20225,58132,127,614.1,154.5,980.5,321.2,149.2,97.8,35.9,31.9
Albite,Feldspar,0.1,9052.7,0.1,19167,56196,43.5,171.2,183.9,1076,345.1,349.3,226.7,94.3,57.7
Apatite,Apatite,3662.2,1117.9,101.7,2.3,194.4,31404,139.3,619.1,0,37954,129.3,67.2,151.7,26.5
Apatite,Apatite,3198.9,338,0,0,147.3,38956,258.5,832.5,0,48918,131,234.7,389.8,29
Apatite,Apatite,241.3,15.5,0,44.8,77.9,7725.9,0.4,54.6,0,10388,47.4,45.1,56.5,22.6
Apatite,Apatite,2097.4,234.1,6.8,21.6,305.3,31744,160.4,643,0,39650,116,180.1,347.6,19.9
Apatite,Apatite,2929,202.7,0,13.1,201.8,45634,181.9,812.9,0,55639,98,169.1,219.2,0
Apatite,Apatite,1129.8,870,448.7,382.6,388.7,14271,137.7,411.5,0.6,17524,58.2,55.2,100.8,14.5
Apatite,Apatite,567.7,171.1,70.6,222.7,446.9,13462,129.6,399.2,11.8,17137,55.5,87.1,123.4,8.5
Apatite,Apatite,59.6,0,0,11.8,5.6,2737.1,0.1,38.2,172.3,9636.2,19.8,50.5,9.9,16.9
Apatite,Apatite,1413.4,0,0,0,184.3,39845,108.3,560.3,0.1,53926,83.8,205.6,86,1.2
Apatite,Apatite,3939.9,551.9,0.1,0,182,41095,169.4,799.6,0,50381,157,213.8,375.1,13.6
Apatite,Apatite,0.1,0,0,0,0,5600.4,0.1,21.1,119.5,25347,38.1,129.9,34.6,29.9
Apatite,Apatite,2060.8,21.6,0,0,216.1,41234,134,719.5,0,54134,96.5,159.1,125.2,2
Apatite,Apatite,327,0,0,0,122.5,25795,44.5,377,62.3,41986,75.6,107.3,8.6,3.3
Apatite,Apatite,778.1,0,0,0,19.6,22637,10.2,277.4,27.4,42564,76.6,71.6,16.7,1.1
Apatite,Apatite,1219.5,13.8,0,27.3,336.7,28449,235.4,572.2,0,37818,98.2,174.5,206.2,19
Apatite,Apatite,1626.5,11.5,0,0,358.5,32998,104.6,625.1,1.1,47205,105.9,195,136.1,17.6
Apatite,Apatite,98.1,0,0,0,2.9,13054,0.1,140,84.7,25665,59.6,86.6,13.3,9.9
Apatite,Apatite,2894.7,153.5,0,57.5,481.1,35326,94.3,526.2,0,44830,101.2,123.8,174.5,16
Apatite,Apatite,3122.3,322.1,0,7,226.2,44820,209.8,874.9,0,54557,129.8,166.1,329.9,0
Apatite,Apatite,2281.9,143.5,0,3.3,217.5,39533,302.8,708.3,0,49494,115.3,243,336,32.9
Apatite,Apatite,1880.4,0.3,0,15.7,269.9,42931,185.8,818.8,4.9,55758,67.1,92.6,16.6,0
Apatite,Apatite,2148.9,78,0,9.4,362.1,38470,227.5,726.6,0,49558,93.1,189.4,253.3,18.7
Apatite,Apatite,1403.7,251.7,21,134.8,304.8,21908,101.9,501.6,0,27004,85.4,138.4,260.2,16.7
Apatite,Apatite,1955.3,42,0,0.2,298.2,39994,282.4,710.9,0,52260,88.1,138,113.4,0.5
Apatite,Apatite,2070.3,0,0,0,282.8,43306,176.7,791.8,0,55750,107.4,180.1,98.9,3.3
Apatite,Apatite,555.5,0,0,9.9,226.9,28452,271.7,540.8,67,43950,192.8,272.6,182.6,48.9
Apatite,Apatite,2534,69.5,0,0,202.1,40566,156.4,800.3,0,52006,115.3,160.3,201.4,0.6
Apatite,Apatite,1962.7,12.4,0,0,244.5,40587,250.4,763.5,0,52837,102.3,196.2,135.9,0.7
Apatite,Apatite,2792.8,120.9,0,17.1,244,45522,184.6,873.3,0,56827,120.5,197.8,187.8,0
Apatite,Apatite,1954.8,58.5,0,6.6,284.5,45826,172.8,812.8,0,57847,100.2,196.8,127.5,0
Apatite,Apatite,2371.4,147,4,126.6,471.6,41697,350.7,929,21.9,53377,89.7,202.6,129.2,2.9
Apatite,Apatite,2262.3,79.4,0,0,287.8,40696,375.3,806.8,0,52291,129.5,271.9,350.4,21.5
Apatite,Apatite,2382.5,139.1,8.5,40.8,266,37901,113.2,821.3,0,48588,82.1,120.2,151.8,0
Apatite,Apatite,844.5,0,0,82.3,378.5,26334,212.5,473.3,2,38447,104.7,149.3,74.3,26
Apatite,Apatite,2158.8,99.1,0,7.4,268.2,39923,328.6,807.6,0,52211,124.5,265.5,340.9,21.4
Apatite,Apatite,405.7,0,0,0,178.5,32713,103.9,598.3,15.6,48580,87.8,217,80.9,33.3
Apatite,Apatite,852.4,0,0,80.9,418.5,32417,334.8,753.2,176.5,47872,320.5,429.8,225.1,43.9
Apatite,Apatite,2313.4,152.6,1.2,28.5,347.5,39929,331.2,751.6,0,50930,112.2,203.6,209.2,15.8
Augite,Pyroxene,0.1,617.3,17585,8875.2,53966,85.5,594.8,6.4,95.5,19304,816.9,51.1,6.8,3023.2
Augite,Pyroxene,0.1,1494,9481.7,12056,40969,417.4,155,0,953,5930.4,1100.8,28.5,143.1,4415.6
Augite,Pyroxene,0.1,206.2,13899,5357.6,46911,1,168.3,0,33.9,18354,724.7,46.6,32.4,2739.6
Augite,Pyroxene,0.1,397.3,8389.3,5017.2,28874,475.7,97.3,0,169,4098.3,1307.1,32.6,59.1,5039.3
Augite,Pyroxene,0.1,255.6,7525.3,3269.3,22201,443.3,504.4,14.4,109.9,8187.6,324.8,55.9,3.8,1121.9
Augite,Pyroxene,0.1,78.1,5661.9,1867.9,16643,65.1,122,0,0,5838.7,84.5,0,0,889.8
Augite,Pyroxene,0.1,570.5,21676,8820.8,60843,247.4,202,7.3,26.6,20963,889,53.9,59.2,3076.2
Augite,Pyroxene,0.1,13,1095.4,890,6013.5,0,13.7,74.9,335.1,10179,712.2,302.2,280.7,2926.4
Augite,Pyroxene,0.1,222.2,11039,3142.5,35302,32,443.1,10.6,122.9,12800,404.1,54.8,0.1,1784.1
Augite,Pyroxene,0.1,30.8,10839,4386.6,38279,65,22,43.8,225.1,19046,867.4,174,129.3,2760.8
Augite,Pyroxene,0.1,318.6,15888,6572.6,49964,22.9,429.2,10.2,131.1,20333,798.4,40.9,22.1,2792.7
Augite,Pyroxene,0.1,25.3,5024.7,2081,18544,0,17.8,87.5,565.7,11395,742.7,224.5,211,2910.7
Augite,Pyroxene,0.1,18.7,5518.3,2714.1,23160,0,55.9,36.5,350.6,16627,1057.8,285.9,217.6,3122.5
Augite,Pyroxene,0.1,72,1332.5,794.9,5519.3,0.2,9.9,55.1,284.2,8230.5,497.9,214.6,183.7,2040.8
Augite,Pyroxene,0.1,413.3,18144,5250.3,54537,403.4,120.7,34.9,44.6,20434,653.2,79.5,67.3,2633.7
Augite,Pyroxene,0.1,164,13724,5581.9,47067,2.7,276.4,13.8,116.5,19623,827.6,54.8,19.5,3057.5
Augite,Pyroxene,0.1,365.4,17754,6790,55412,22.6,560.4,22.9,230.7,20727,835.5,248.5,31.2,2890.1
Augite,Pyroxene,0.1,102.2,13954,5256.8,49770,0,154.8,2.4,99.6,20619,785.8,53,13.1,3093.5
Augite,Pyroxene,0.1,495.3,17145,6578.1,51439,66.3,512.9,7,109.6,19349,765.9,56.3,0.2,2804.8
Augite,Pyroxene,0.1,64,8249,4082.4,33552,7.4,44.3,122.3,383.2,17847,1094.4,280.5,180.7,3144.5
Augite,Pyroxene,0.1,955.9,16524,6137.3,49230,307.1,799.7,0.6,98.2,17154,766.5,55.1,1.7,2797.5
Augite,Pyroxene,0.1,600.2,21463,6358.7,60482,140.4,756.1,13.8,152.2,20969,666.1,207.7,19.3,2713.3
Augite,Pyroxene,0.1,647.5,16095,6170.6,48763,98.4,439.1,4.1,56.9,18358,892.6,54.6,43.7,2752.4
Augite,Pyroxene,0.1,235.9,13373,5844.7,47068,8.6,207.4,19.9,107.6,19421,834.5,42.5,23.6,3009.4
Augite,Pyroxene,0.1,229.6,13959,5632.2,47284,0,264.4,25.7,114.5,19574,904.5,40.5,33.2,2942.6
Augite,Pyroxene,0.1,771.2,20166,7255.6,59340,128,713.2,9.4,180.4,20393,945.2,191.4,76.5,3019.5
Augite,Pyroxene,0.1,197.8,16336,5592.4,52604,0,339.1,12.7,139.4,20217,578.4,56.7,0.1,2752
Augite,Pyroxene,0.1,132.4,8823.6,4619.1,34589,0,86.5,32.2,268.7,17802,976.1,161.8,121.3,3132.9
Augite,Pyroxene,0.1,343.5,17283,6231.5,54465,18.6,591.7,20,168.8,19933,550.1,53.4,0,2829.5
Augite,Pyroxene,0.1,519.7,16040,7463.9,53535,25.8,519.7,28.3,184.5,19800,770.1,66.3,0.1,3181.9
Augite,Pyroxene,0.1,38,14167,5035.1,49130,0,172.8,4.2,174.3,20512,848.3,251.6,73.5,2960
Augite,Pyroxene,0.1,42.4,10743,4153.2,39939,0,50.7,38.6,146.6,19169,737.5,30.6,59.3,2885.7
Augite,Pyroxene,0.1,475.6,17888,7298.9,55799,56.2,566.6,21.9,222.9,20673,1024.4,251.4,93.2,3091.2
Augite,Pyroxene,0.1,209.6,13360,5808.9,41861,103.3,261.1,22,87.7,17602,758.8,37.2,25,2638
Augite,Pyroxene,0.1,466.4,16496,6128.1,50440,75.5,413.6,18,86.8,19142,766.6,51,8.5,2768.8
Augite,Pyroxene,0.1,821.8,19767,7684.1,59438,54.1,837.7,4.7,150.3,20627,621.9,67.5,0.1,2831.4
Augite,Pyroxene,0.1,384,18074,7223.7,55883,41.6,676.4,5.4,264,20931,935.3,311.6,37.7,2968.3
Augite,Pyroxene,0.1,797.3,19412,7753.5,57355,183.6,716.3,4.7,109.8,20140,974.6,56.6,0.1,2936
Augite,Pyroxene,0.1,0.1,1356.6,877.1,8588.9,1,20.6,116.9,484.6,12494,878,329.9,281.3,2828.3
Augite,Pyroxene,0.1,0.1,6918.8,3041.3,29922,0.1,37.6,152.3,483.2,18630,1066.8,372.2,221.7,2976.8
Augite,Pyroxene,264.9,660.4,23390,7088.2,62284,189.5,448.7,2.4,44.5,20214,722.1,51,16.5,2730.6
Augite,Pyroxene,0.1,401.4,17696,4467,52880,23,550.4,14.8,133.7,19741,540.7,51.8,7.5,2739.9
Augite,Pyroxene,0.1,84.6,12491,5271.2,44111,0,108.7,29.2,146.3,18760,745.7,48.8,32.3,2999.9
Biotite,Mica,1443.2,154.9,13934,10524,34320,9.3,72.5,11.2,9509.1,70.6,1095.9,27.3,214.1,6189.5
Biotite,Mica,1744.2,289.7,14827,10417,31649,85.2,122.8,32.4,8181.2,26.1,891.8,33.8,168.5,5284.2
Biotite,Mica,1710.8,279.5,14163,10055,30343,54.5,95,18.1,7778.4,43.7,888.6,31.3,162.6,5148.8
Biotite,Mica,1607.4,142.9,16494,12538,41553,0,270.9,46.3,12055,155.2,1398.2,46.9,264.9,7355.1
Biotite,Mica,2100.6,73.6,21321,14955,47202,122.2,126.9,41.2,12233,28.9,1304.8,33.5,205.8,7256.2
Biotite,Mica,2084.5,269.4,21550,15311,48226,74.2,161.3,15.8,12430,52.2,1355.7,37.4,232.6,7331
Biotite,Mica,1885.8,346.6,16768,12082,38729,121.6,290.4,0,9818.9,109.2,1113.9,35.4,191.2,6240.8
Biotite,Mica,1337.9,546.8,12476,8907.3,27496,285.9,118.5,0,6867.8,68.1,782.2,25.2,182.9,4871.8
Biotite,Mica,1982.1,290.8,19109,13693,44187,14.8,380.9,14.7,11504,87.3,1296.9,36.2,225.5,6839.3
Biotite,Mica,1503.5,161.1,12510,9258.1,29765,90.8,196.6,0,8210.4,129.9,959.6,28.1,185.9,5421
Biotite,Mica,1792.1,194.9,17422,12640,41495,0.1,183.7,24.3,11638,48.6,1273.7,31.5,235.8,6988.1
Biotite,Mica,1783.7,175.6,15416,11181,34664,48.6,11.3,88.4,9260.7,37.2,1057.8,32.8,210.6,6021
Biotite,Mica,2045.4,546.4,16093,11131,34649,156.5,298.8,0,8179.4,101,930.6,32.6,151.9,5384.9
Biotite,Mica,1860,451.2,14785,10445,32645,141.2,281.4,0,8264.6,135,944.3,27.2,159.1,5396.2
Biotite,Mica,1695.5,98.8,14364,10257,31825,66.1,194.5,0,8369.5,131.7,877.2,19.5,168.1,5301.9
Biotite,Mica,1504.2,258.9,13674,10092,32027,27.8,143.4,15.9,8790.8,108.2,1033.9,32,208.8,5811.1
Biotite,Mica,1520.6,353.6,12742,9252.5,28804,110.6,155.1,0,6953.5,80.9,890.3,39.7,164.6,4909.3
Biotite,Mica,1993.7,334.7,20635,14715,46405,48.7,397.7,7.7,12099,70.2,1314.2,30.5,217.4,7028.8
Biotite,Mica,1769,321.2,14449,10132,31739,65.7,178.5,0,7855.9,94.1,909.1,41.6,169.8,5194
Biotite,Mica,1584.7,108.1,14244,10374,33056,0.1,94.2,19.9,8674.8,81.4,1021.7,36.9,182.8,5684.5
Biotite,Mica,1706.2,356.4,15304,10776,33727,58.7,242.6,0,8687.4,160.2,1024,29.1,168.3,5624.2
Biotite,Mica,2279.9,232.2,23520,16258,51266,95.7,282.9,16.1,13002,42.6,1308.9,34.4,217.7,7302.8
Biotite,Mica,5825.5,2607.6,20467,13988,40011,930.9,1534.9,223.7,9485.9,299.4,979.8,34.3,163.3,5554.2
Biotite,Mica,2189.8,368.9,22259,15570,48925,99.3,314.6,12.3,12191,66.3,1313,40.6,223,7013.7
Biotite,Mica,1548.9,222.3,12410,8955.1,27052,19.6,23.7,15.6,6853.2,18.5,837.6,33.7,150.3,4702.8
Biotite,Mica,1766.3,325.2,13571,9810.7,29900,82.5,203.8,0,7414.3,107.8,876.5,38.4,167.2,5080.8
Biotite,Mica,1686.9,261.7,15466,11342,36037,35.4,192.6,5.9,9687.1,93.1,1117.6,45.4,209.2,6085.1
Biotite,Mica,1439.9,114.8,14427,10873,35527,0.8,120.3,15.6,9835.3,99.1,1164.9,34.3,229.1,6293.2
Biotite,Mica,2421.7,448.9,22011,15311,47642,94.9,388.5,5,11879,54.6,1273.2,42.9,253.6,6992.8
Biotite,Mica,2062.4,347.9,20044,14516,46180,16.2,420.5,39.2,11844,115.9,1372,40.7,231.6,7003
Biotite,Mica,2112.1,226.7,20680,14585,46186,65.3,129.7,42.7,12071,32.3,1311.6,43.5,246.1,7017.2
Biotite,Mica,1956.1,119.6,19577,14046,43971,56.3,95.1,34.4,11730,39.5,1317.8,54.2,222.4,6990.2
Biotite,Mica,2018.1,301.7,20586,14466,45123,112.7,253.7,17.6,11437,47.3,1263.7,37.7,201.7,6688.3
Biotite,Mica,2692.4,520.3,22186,14768,46049,0,259.8,0,10791,41.2,1158.4,30.3,187.9,6578.8
Biotite,Mica,2108.6,295.8,20583,14854,47629,5.2,447.4,29.9,12551,119.4,1379.8,48.5,215.7,7013.7
Biotite,Mica,1529.1,67.1,17124,14296,45519,0,352.6,28.1,10472,430,1532.6,34.1,209.2,6847.6
Biotite,Mica,1970.1,259.9,19424,13676,43747,32.9,318.2,35,11735,62,1245.7,44.3,212.2,6720
Biotite,Mica,1723.3,261.8,17800,13146,42495,0,287.9,27.1,11744,90.5,1291.2,32,209.9,6948.9
Biotite,Mica,1758.3,492.2,15668,10959,34061,113.7,205.6,0,8281.6,88.8,986.9,28.5,175.8,5513.1
Biotite,Mica,978.2,470.6,10813,8159.6,25949,242.2,266,92.6,7661.7,189.9,945.6,52.8,200.8,5248.4
Chlorite,Clay,1826.7,940.7,41318,31704,34516,330.7,537,133.5,86.1,15.8,0.3,0,7.3,6711.4
Chlorite,Clay,778.2,423.4,39251,30643,33670,172.5,440.4,91.2,75.8,0,0,0,1.9,6794.5
Chlorite,Clay,2469.5,1021.5,37500,29859,35909,300,494.7,68.7,61.6,140.3,0,0,0.1,6537.1
Chlorite,Clay,494.3,101.8,25923,20811,23223,41.8,156,71.4,57.9,92.5,10.6,25.4,20.8,5835.4
Chlorite,Clay,1323.7,403.4,31976,25246,29323,214.7,206.8,3.6,72.3,81.5,0,0,0,6166.3
Chlorite,Clay,6783,3201.7,35003,25837,33266,1259.9,1218.2,442.7,510.3,1120.6,90,47.5,22.6,5382
Chlorite,Clay,2777.7,1374.9,21394,16534,18863,491,344.6,120.7,35.3,283.5,0,0,0,3745
Chlorite,Clay,843.7,149.5,22898,18286,20021,60.1,128.6,21.7,41.2,33.7,4.3,5.7,16.9,4864.9
Chlorite,Clay,412.5,0.1,15659,12664,14031,18.1,37.8,54.8,35.8,94.8,7.9,3.5,4.7,3325.7
Chlorite,Clay,2233.1,1029.7,28426,22696,24472,323.6,367.5,77.4,45.5,30.7,0,0,6.6,5140.4
Chlorite,Clay,161.5,0.1,13898,11764,14308,0,4.3,10.9,43.6,171.5,12.8,4.5,9.9,4087.1
Chlorite,Clay,2815.2,1434,43707,33964,36200,507.9,753.4,134.7,84.1,1.4,0,0.1,0,6877.8
Chlorite,Clay,277.2,12.4,10558,8621.4,9514.3,48.7,43.4,37.6,39.2,44.4,3.8,7.4,8.8,2273.9
Chlorite,Clay,1110.4,320.9,31813,25122,27959,164.2,131.6,13.9,84.7,128.5,75.9,23.1,20.3,6436.1
Chlorite,Clay,1193.1,156.1,32369,25542,29935,6.6,167.2,10.2,100.3,320,47.4,57.3,24,6479.8
Chlorite,Clay,1434.7,262.6,31651,24528,26509,68.9,138.6,15.6,68.6,21.6,47.2,34.1,12,5684.2
Chlorite,Clay,3633.5,2459.8,43478,34096,36782,1125.7,1380.3,709.9,756.3,198.4,47.3,40.2,52.9,7072.3
Chlorite,Clay,452.8,158.7,23763,19033,21012,36,96,23.3,70.5,58.9,41.8,19.8,14.9,5112
Chlorite,Clay,0.1,0.1,4772,4035.1,5079.6,17.7,30.3,72.3,107.9,113.3,34.8,36.1,16.5,1363.5
Chlorite,Clay,170.5,11.9,11942,8732.6,29459,0,58.1,66.4,331.1,7220.5,42.6,23.3,57.5,4977.5
Chlorite,Clay,64.9,0.1,5407.8,4538.9,5499.2,0,25.1,44.1,147.8,133.4,27.3,33.9,30,1561.6
Chlorite,Clay,2891.4,882.4,33025,24490,27050,52.9,226.9,1.3,36.8,14.3,48.7,14.5,4.9,5272.4
Chlorite,Clay,2021.4,955.2,11924,9270.4,10254,193.6,28.8,2.2,24.2,79.4,34.3,26.9,30,2209.5
Chlorite,Clay,2684.1,1185.3,22420,16793,18346,151.2,122.4,0,20,44.6,46.1,24.1,8.8,3860.9
Chlorite,Clay,2792.5,1113.9,21038,16340,17799,222,82.2,0,13.8,33.6,19.9,11.2,5.7,3760.2
Chlorite,Clay,47.3,63.7,15724,13636,17523,69.3,35.2,28.7,95.8,403.2,35.5,32.8,23.4,4696
Chlorite,Clay,1771,1502.8,17917,17221,22342,223.8,177.3,0,64.3,500.2,25.3,11.7,10.4,3333.3
Chlorite,Clay,5279.6,2894.3,39955,30217,34350,1160.7,1270.5,592,698.6,286.5,47.5,7.5,5.2,6137.1
Enstatite,Pyroxene,0.1,142.1,11986,121.6,24551,0.6,951.2,323.9,137.1,75.2,11.1,26.5,54.8,4369.3
Enstatite,Pyroxene,0.1,0.1,44105,1,53043,164.8,142.4,61.9,113.5,173.5,33,68.8,37.9,2102.9
Enstatite,Pyroxene,0.1,0.1,47763,93.6,59327,40.4,40.4,76.4,186.3,275.7,46.4,86.3,34.9,2305.6
Enstatite,Pyroxene,0.1,284.8,28152,540.7,35094,374.4,571.4,1083.8,58.7,23.6,16.1,41.2,46.6,2406.1
Enstatite,Pyroxene,0.1,0.1,53979,222.4,65324,114.3,228.6,92.1,169.3,325.6,45.4,104.6,27.2,2297
Enstatite,Pyroxene,0.1,0.1,45101,84.7,57609,0.1,32.9,77.4,220.3,288.6,38.4,93.3,47.5,2431.1
Enstatite,Pyroxene,0.1,0.1,34708,275.7,47186,0,421.4,44.3,260.6,276.3,36.8,82.2,39.9,2240
Enstatite,Pyroxene,0.1,0.1,35681,437.6,47129,96.7,532.4,189.5,367.9,261.6,83.4,84.1,43,2083.3
Enstatite,Pyroxene,0.1,503.7,39905,1025.2,48727,605.7,1071.7,366,427.9,221.9,32.3,67.9,37.7,1881
Enstatite,Pyroxene,0.1,595.7,24842,865.1,30186,612.5,681.8,323.9,260.5,157.2,20,15.4,25.8,1294.2
Enstatite,Pyroxene,0.1,0.1,26781,573.5,42154,315.4,481.3,221.3,291.7,77.7,31.4,18.8,1.7,255.9
Enstatite,Pyroxene,0.1,0.1,22310,272.3,29766,133.1,495.7,143.8,290.7,166.4,56.5,50.1,26.2,1362.1
